name,hall,stand,industry,email,website,address,country,about,url
Aillen,2,2D-14,,info@demsay.com,www.demsay.com/distributor/aillen,Sahil Mah. Marmara Cad. Çayırlı Sok. No:2/1 Beylikdüzü/İSTANBUL,China,"Aillen Electronic Technology Co., Ltd. was founded in 1995 with over 1,000 employees and a facility spanning more than 70,000 square meters. Over the years, Aillen has dedicated itself to becoming the most professional one-stop supplier of passive components. Its main products include various types of capacitors, resistors, and inductors. Today, the company operates four production centers based in China, located in Jiangsu, Dongguan, and Guangzhou. In terms of product research and development, Aillen has secured patents for a range of products under its continuous commitment to technological innovation. Leveraging its independent R&D capabilities, Aillen meets the requirements for various customized products.",https://sahaexpo.com/en/katilimci/aillen
AIM TTi,7,7C-06,,sales@aimtti.com,www.aimtti.com,"Glebe Rd, Huntingdon, Cambridgeshire, PE29 7DR, United Kingdom",Kingdom,"TTi (Thurlby Thandar Instruments) is a leading manufacturer of electronic test and measurement instruments. These products are sold throughout the world via carefully selected distributors and agents in each country. We are located in Huntingdon near to the famous university city of Cambridge, within one of the high technology areas of the United Kingdom. All TTi products are designed and manufactured at our Huntingdon facility. The portfolio of products from Thurlby Thandar Instruments (TTi) and Aim Instruments is grouped under the overall banner of Aim-TTi.",https://sahaexpo.com/en/katilimci/aim-tti
AIOLOS,5,5J-10,,sales@aiolos.com,www.aiolos.com,"135 Queens Plate Drive
Suite 300
Toronto, Ontario, M9W 6V1
Canada",Canada,,https://sahaexpo.com/en/katilimci/aiolos
AIR COST CONTROL,3,3E-22,,contact.de@aircostcontrol.com,www.aircostcontrol.com,"11 rue Commandant Yves Cousteau ZI de Pont Peyrin II, 32600 L'Isle-Jourdain, France",France,"Air Cost Control is a market leader in interconnect products and services, providing innovative solutions and cutting-edge technology to both commercial and governmental customers worldwide. Our international reach with regional headquarters in Toulouse, France, Miami, Florida and Singapore and our commitment to flexible solutions means we have developed strong supplier relationships around the world.",https://sahaexpo.com/en/katilimci/air-cost-control
AIRBUS,1,1E-20,Aircraft and Aviation Technologies,info@airbus.com,www.airbus.com,"B80 Building 2, rond-point Dewoitine, BP 90112 31703 Blagnac Cedex - FRANCE",France,"Airbus pioneers sustainable aerospace for a safe and united world. The Company constantly innovates to provide efficient and technologically-advanced solutions in aerospace, defence, and connected services. In commercial aircraft, Airbus designs and manufactures modern and fuel-efficient airliners and associated services. Airbus is also a European leader in space systems, defence and security. In helicopters, Airbus provides efficient civil and military rotorcraft solutions and services worldwide.",https://sahaexpo.com/en/katilimci/airbus
AIROBOS,7,7D-12a,"Unmanned Systems, Information Technologies, Software and Artificial Intelligence, Design, Analysis, and Engineering Services",info@airobos.com.tr,www.airobos.com.tr,"İvedik OSB. Mahallesi 2224 Cadde No:1 Blok:E Kat:-1 İç Kapı:1, Teknopark Ankara",Türkiye,"AIROBOS Teknoloji A.Ş., founded in 2015, is a technology company specializing in the development of innovative unmanned systems and robotic solutions. The company focuses on unmanned aerial vehicles (UAVs), ground control stations, and autonomous systems, delivering high value-added solutions for defence, security, and civilian applications. With products that are actively deployed and field-proven, AIROBOS provides solutions for various operational needs such as reconnaissance, surveillance, data acquisition, and critical infrastructure protection. Its systems are designed to enhance operational efficiency through remote operation capabilities, real-time data transmission, and AI-supported analytics. The company’s product portfolio includes drone-in-a-box systems, ground control stations, and mission support software. All solutions are developed with a modular architecture, enabling seamless integration with different platforms and use cases. Leveraging its strong engineering capabilities, system integration expertise, and collaborations within the defence industry ecosystem, AIROBOS continues to develop innovative and sustainable technologies.",https://sahaexpo.com/en/katilimci/airobos
AKALIN ISIL İŞLEM,7,7A-04e,Material and Material Shaping Technologies,info@akalinisilislem.com.tr,www.akalinisilislem.com.tr,ostim osb mah. cevat dündar cad. no 28/30 - 38/40 akalın ısıl işlem yenimhalle ANKARA,Türkiye,"Today, Akalın Heat Treatment, in its factory in Ankara Ostim, provides 24-hour uninterrupted modernization with its metallurgical engineers and experienced team for the defence industry, machinery spare parts, gears, molds, tractors, automotive, construction equipment, medical, powder metallurgy, stainless aluminum, mining, casting and plastic sectors. continues to provide the best service by maintaining heat treatment processes together with laboratory services. Our company as Akalın Heat Treatment; will continue to serve with its modern investments by institutionalizing every day with the satisfaction of domestic and international companies, by increasing its customer reference with its experience from the past and customer-oriented works in a short time, by not giving up on the principles of quality, discipline and business ethics. Kind regards.",https://sahaexpo.com/en/katilimci/akalin-isil-islem
AKAR RULMAN,6,6E-01,"Weapons and Ammunitions, Aircraft and Aviation Technologies, Unmanned Systems, Industrial Production Technologies and Robotic Systems, Machinery and Other Manufacturing Equipment",info@akarrulman.com.tr,www.akarrulman.com.tr,Esenşehir Mah. Güneyli Sok. No:17 Ümraniye İstanbul,Türkiye,"As a company that provides unique solutions to its customers in the bearing industry, we serve a wide range of applications: We make a difference with our quick responses to the needs of many industries, particularly in defence and aerospace, as well as iron-steel, energy, and machinery manufacturing sectors. Thanks to our strong stock capacity, flexible financing solutions, and a wide range of products and brands, we offer the most suitable solutions for every need. Factors such as excessive loads, harsh environmental conditions (contamination, extreme temperatures, pressure, etc.), and special geometries do not limit us. We push the ‘limits’ to ensure you obtain the most suitable products for your system without compromise. We bring solutions to these challenges with high-quality bearings produced with the right material selection and advanced technologies. Our main goal is to support our country’s leading companies toward bright futures by contributing to the field with our added value in this niche area, where knowledge is limited. In short, we are your solution partner, offering ‘tailored’ bearing services and technical support.",https://sahaexpo.com/en/katilimci/akar-rulman-tic-ve-paz-ltd-sti
AKDENİZ ENTEGRE,3,3D-14b,Machinery and Other Manufacturing Equipment,ihracat@akdenizentegre.com.tr,www.akdenizentegre.com.tr,"Çakallı, OSB 7. Sokak No:10, 31000 Belen/Hatay",Türkiye,"Our company, which has food experience since 1988, started to be managed by the 2nd generation under a legal structure in 2001. Our company, which started production in 2018, continues its activities in an indoor facility of 6,500 m2 in Antakya Organized Industrial Zone with a canned meat capacity of 360 pieces per minute, in addition to this, with its technological machinery for chilled and frozen meat production. We aim to offer delicious LunchOne and Mortella brand products that we have developed in our facility, which aims to present the best product in the best way with innovative works, to all people of the world. In order to achieve this goal, we, as the Akdeniz Entegre family, carry out our work at high standards with our 220 personnel.",https://sahaexpo.com/en/katilimci/akdeniz-entegre
AKDOĞAN,1,1E-01a,"Communication, Command Control, and Information Technologies, Software and Artificial Intelligence, Unmanned Systems, Innovative Startups",info@akdogan.tech,akdogan.tech,Bilkent Cyberpark Tepe Binası - Üniversiteler Mah. Şehit Mustafa Tayyarcan Cad. No:5/208 Çankaya/Ankara,Türkiye,"Founded in August 2022 and operating at Bilkent Cyberpark, Akdogan Technology is a defence-oriented technology company specializing in unmanned systems, IoT, and communication software. Through our projects, R&D activities, and original products, we offer web-based, compatible, configurable, and hardware-independent systems. Across a wide range of applications encompassing: - Command and Control Systems (C2) - System Integration and Sensor Fusion - Data Analytics and Reporting - Smart Device and Infrastructure Management Systems - Embedded System Development - Network and Communication Solutions we redefine industry standards with our adaptable, sustainable, and rapidly integrable systems for complex and connected structures, and we shape the future of technology with our innovation-driven approach.",https://sahaexpo.com/en/katilimci/akdogan
